V1	V2	V3
Cap_Ele_Dem_Res	Capacity|Electricity|Demand Response	GW
Cap_Ele_Nuc	Capacity|Electricity|Nuclear	GW
Cap_Ele_Oil	Capacity|Electricity|Oil	GW
Cap_Ele_Oil_w_CCS	Capacity|Electricity|Oil|w/ CCS	GW
Cap_Ele_Oil_wo_CCS	Capacity|Electricity|Oil|w/o CCS	GW
Cap_Ele_Geo	Capacity|Electricity|Geothermal	GW
Agr_Dem_Fee	Agricultural Demand|Feed	million t DM/yr
AGMIP_PAS_Area	AGMIP|PAS|Area	1000 ha
AGMIP_PAS_Prod	AGMIP|PAS|Prod	1000 t
AGMIP_PAS_food	AGMIP|PAS|food	1000 t
AGMIP_PAS_XPRR	AGMIP|PAS|XPRR	Index (2005 = 1)
AGMIP_PAS_XPRX	AGMIP|PAS|XPRX	Index (2005 = 1)
AGMIP_PAS_XPRP	AGMIP|PAS|XPRP	Index (2005 = 1)
AGMIP_PAS_CONS	AGMIP|PAS|CONS	1000 t
AGMIP_PAS_OTHU	AGMIP|PAS|OTHU	1000 t
AGMIP_PAS_YILD	AGMIP|PAS|YILD	t/ha
AGMIP_ALL_CALO	AGMIP|ALL|CALO	kcal/cap/day
AGMIP_ALL_GDPT	AGMIP|ALL|GDPT	billion US$2010
AGMIP_ALL_POPT	AGMIP|ALL|POPT	Million
AGMIP_WHT_Area	AGMIP|WHT|Area	1000 ha
AGMIP_WHT_Prod	AGMIP|WHT|Prod	1000 t
AGMIP_WHT_Feed	AGMIP|WHT|Feed	1000 t
AGMIP_WHT_food	AGMIP|WHT|food	1000 t
AGMIP_WHT_XPRR	AGMIP|WHT|XPRR	Index (2005 = 1)
AGMIP_WHT_XPRX	AGMIP|WHT|XPRX	Index (2005 = 1)
AGMIP_WHT_XPRP	AGMIP|WHT|XPRP	Index (2005 = 1)
AGMIP_WHT_CONS	AGMIP|WHT|CONS	1000 t
AGMIP_WHT_OTHU	AGMIP|WHT|OTHU	1000 t
AGMIP_WHT_YILD	AGMIP|WHT|YILD	t/ha
AGMIP_WHT_YEXO	AGMIP|WHT|YEXO	Index (2005 = 1)
AGMIP_WHT_YELA	AGMIP|WHT|YELA	1
AGMIP_WHT_PELA	AGMIP|WHT|PELA	1
AGMIP_WHT_BFSH	AGMIP|WHT|BFSH	Percentage (1=1%)
AGMIP_CGR_Area	AGMIP|CGR|Area	1000 ha
AGMIP_CGR_Prod	AGMIP|CGR|Prod	1000 t
AGMIP_CGR_Feed	AGMIP|CGR|Feed	1000 t
AGMIP_CGR_food	AGMIP|CGR|food	1000 t
AGMIP_CGR_XPRR	AGMIP|CGR|XPRR	Index (2005 = 1)
AGMIP_CGR_XPRX	AGMIP|CGR|XPRX	Index (2005 = 1)
AGMIP_CGR_XPRP	AGMIP|CGR|XPRP	Index (2005 = 1)
AGMIP_CGR_CONS	AGMIP|CGR|CONS	1000 t
AGMIP_CGR_OTHU	AGMIP|CGR|OTHU	1000 t
AGMIP_CGR_YILD	AGMIP|CGR|YILD	t/ha
AGMIP_CGR_YEXO	AGMIP|CGR|YEXO	Index (2005 = 1)
AGMIP_CGR_YELA	AGMIP|CGR|YELA	1
AGMIP_CGR_PELA	AGMIP|CGR|PELA	1
AGMIP_CGR_BFSH	AGMIP|CGR|BFSH	Percentage (1=1%)
AGMIP_RIC_Area	AGMIP|RIC|Area	1000 ha
AGMIP_RIC_Prod	AGMIP|RIC|Prod	1000 t
AGMIP_RIC_Feed	AGMIP|RIC|Feed	1000 t
AGMIP_RIC_food	AGMIP|RIC|food	1000 t
AGMIP_RIC_XPRR	AGMIP|RIC|XPRR	Index (2005 = 1)
AGMIP_RIC_XPRX	AGMIP|RIC|XPRX	Index (2005 = 1)
AGMIP_RIC_XPRP	AGMIP|RIC|XPRP	Index (2005 = 1)
AGMIP_RIC_CONS	AGMIP|RIC|CONS	1000 t
AGMIP_RIC_OTHU	AGMIP|RIC|OTHU	1000 t
AGMIP_RIC_YILD	AGMIP|RIC|YILD	t/ha
AGMIP_RIC_YEXO	AGMIP|RIC|YEXO	Index (2005 = 1)
AGMIP_RIC_YELA	AGMIP|RIC|YELA	1
AGMIP_RIC_PELA	AGMIP|RIC|PELA	1
AGMIP_OSD_Area	AGMIP|OSD|Area	1000 ha
AGMIP_OSD_Prod	AGMIP|OSD|Prod	1000 t
AGMIP_OSD_Feed	AGMIP|OSD|Feed	1000 t
AGMIP_OSD_food	AGMIP|OSD|food	1000 t
AGMIP_OSD_XPRR	AGMIP|OSD|XPRR	Index (2005 = 1)
AGMIP_OSD_XPRX	AGMIP|OSD|XPRX	Index (2005 = 1)
AGMIP_OSD_XPRP	AGMIP|OSD|XPRP	Index (2005 = 1)
AGMIP_OSD_CONS	AGMIP|OSD|CONS	1000 t
AGMIP_OSD_OTHU	AGMIP|OSD|OTHU	1000 t
AGMIP_OSD_YILD	AGMIP|OSD|YILD	t/ha
AGMIP_OSD_YEXO	AGMIP|OSD|YEXO	Index (2005 = 1)
AGMIP_OSD_YELA	AGMIP|OSD|YELA	1
AGMIP_OSD_PELA	AGMIP|OSD|PELA	1
AGMIP_OSD_BFSH	AGMIP|OSD|BFSH	Percentage (1=1%)
AGMIP_SUG_Area	AGMIP|SUG|Area	1000 ha
AGMIP_SUG_Prod	AGMIP|SUG|Prod	1000 t
AGMIP_SUG_Feed	AGMIP|SUG|Feed	1000 t
AGMIP_SUG_food	AGMIP|SUG|food	1000 t
AGMIP_SUG_XPRR	AGMIP|SUG|XPRR	Index (2005 = 1)
AGMIP_SUG_XPRX	AGMIP|SUG|XPRX	Index (2005 = 1)
AGMIP_SUG_XPRP	AGMIP|SUG|XPRP	Index (2005 = 1)
AGMIP_SUG_CONS	AGMIP|SUG|CONS	1000 t
AGMIP_SUG_OTHU	AGMIP|SUG|OTHU	1000 t
AGMIP_SUG_YILD	AGMIP|SUG|YILD	t/ha
AGMIP_SUG_YEXO	AGMIP|SUG|YEXO	Index (2005 = 1)
AGMIP_SUG_YELA	AGMIP|SUG|YELA	1
AGMIP_SUG_PELA	AGMIP|SUG|PELA	1
AGMIP_SUG_BFSH	AGMIP|SUG|BFSH	Percentage (1=1%)
AGMIP_RUM_Prod	AGMIP|RUM|Prod	1000 t
AGMIP_RUM_food	AGMIP|RUM|food	1000 t
AGMIP_RUM_XPRR	AGMIP|RUM|XPRR	Index (2005 = 1)
AGMIP_RUM_XPRX	AGMIP|RUM|XPRX	Index (2005 = 1)
AGMIP_RUM_XPRP	AGMIP|RUM|XPRP	Index (2005 = 1)
AGMIP_RUM_CONS	AGMIP|RUM|CONS	1000 t
AGMIP_RUM_OTHU	AGMIP|RUM|OTHU	1000 t
AGMIP_RUM_YELA	AGMIP|RUM|YELA	1
AGMIP_RUM_PELA	AGMIP|RUM|PELA	1
AGMIP_NRM_Prod	AGMIP|NRM|Prod	1000 t
AGMIP_NRM_food	AGMIP|NRM|food	1000 t
AGMIP_NRM_XPRR	AGMIP|NRM|XPRR	Index (2005 = 1)
AGMIP_NRM_XPRX	AGMIP|NRM|XPRX	Index (2005 = 1)
AGMIP_NRM_XPRP	AGMIP|NRM|XPRP	Index (2005 = 1)
AGMIP_NRM_CONS	AGMIP|NRM|CONS	1000 t
AGMIP_NRM_OTHU	AGMIP|NRM|OTHU	1000 t
AGMIP_NRM_YELA	AGMIP|NRM|YELA	1
AGMIP_NRM_PELA	AGMIP|NRM|PELA	1
AGMIP_DRY_Prod	AGMIP|DRY|Prod	1000 t
AGMIP_DRY_food	AGMIP|DRY|food	1000 t
AGMIP_DRY_XPRR	AGMIP|DRY|XPRR	Index (2005 = 1)
AGMIP_DRY_XPRX	AGMIP|DRY|XPRX	Index (2005 = 1)
AGMIP_DRY_XPRP	AGMIP|DRY|XPRP	Index (2005 = 1)
AGMIP_DRY_CONS	AGMIP|DRY|CONS	1000 t
AGMIP_DRY_OTHU	AGMIP|DRY|OTHU	1000 t
AGMIP_DRY_YELA	AGMIP|DRY|YELA	1
AGMIP_DRY_PELA	AGMIP|DRY|PELA	1
AGMIP_CR5_Area	AGMIP|CR5|Area	1000 ha
AGMIP_CR5_Prod	AGMIP|CR5|Prod	1000 t
AGMIP_CR5_Feed	AGMIP|CR5|Feed	1000 t
AGMIP_CR5_food	AGMIP|CR5|food	1000 t
AGMIP_CR5_XPRR	AGMIP|CR5|XPRR	Index (2005 = 1)
AGMIP_CR5_XPRX	AGMIP|CR5|XPRX	Index (2005 = 1)
AGMIP_CR5_XPRP	AGMIP|CR5|XPRP	Index (2005 = 1)
AGMIP_CR5_CONS	AGMIP|CR5|CONS	1000 t
AGMIP_CR5_OTHU	AGMIP|CR5|OTHU	1000 t
AGMIP_CR5_YILD	AGMIP|CR5|YILD	t/ha
AGMIP_CR5_YEXO	AGMIP|CR5|YEXO	Index (2005 = 1)
AGMIP_CR5_BFSH	AGMIP|CR5|BFSH	Percentage (1=1%)
AGMIP_CRP_Area	AGMIP|CRP|Area	1000 ha
AGMIP_CRP_Prod	AGMIP|CRP|Prod	1000 t
AGMIP_CRP_Feed	AGMIP|CRP|Feed	1000 t
AGMIP_CRP_food	AGMIP|CRP|food	1000 t
AGMIP_CRP_XPRR	AGMIP|CRP|XPRR	Index (2005 = 1)
AGMIP_CRP_XPRX	AGMIP|CRP|XPRX	Index (2005 = 1)
AGMIP_CRP_XPRP	AGMIP|CRP|XPRP	Index (2005 = 1)
AGMIP_CRP_CONS	AGMIP|CRP|CONS	1000 t
AGMIP_CRP_OTHU	AGMIP|CRP|OTHU	1000 t
AGMIP_CRP_YILD	AGMIP|CRP|YILD	t/ha
AGMIP_CRP_YEXO	AGMIP|CRP|YEXO	Index (2005 = 1)
AGMIP_CRP_BFSH	AGMIP|CRP|BFSH	Percentage (1=1%)
AGMIP_AGR_Area	AGMIP|AGR|Area	1000 ha
AGMIP_AGR_Prod	AGMIP|AGR|Prod	1000 t
AGMIP_AGR_Feed	AGMIP|AGR|Feed	1000 t
AGMIP_AGR_food	AGMIP|AGR|food	1000 t
AGMIP_AGR_XPRR	AGMIP|AGR|XPRR	Index (2005 = 1)
AGMIP_AGR_XPRX	AGMIP|AGR|XPRX	Index (2005 = 1)
AGMIP_AGR_XPRP	AGMIP|AGR|XPRP	Index (2005 = 1)
AGMIP_AGR_CONS	AGMIP|AGR|CONS	1000 t
AGMIP_AGR_OTHU	AGMIP|AGR|OTHU	1000 t
AGMIP_AGR_YILD	AGMIP|AGR|YILD	t/ha
Agr_Dem_Cro_Oth	Agricultural Demand|Crops|Other	million t DM/yr
Agr_Dem_Liv_Oth	Agricultural Demand|Livestock|Other	million t DM/yr
Agr_Dem_Cro_Fee	Agricultural Demand|Crops|Feed	million t DM/yr
Agr_Dem_Liv_Fee	Agricultural Demand|Livestock|Feed	million t DM/yr
Yie_Oil	Yield|Oilcrops	million t DM/yr
Yie_Sug	Yield|Sugarcrops	t DM/ha/yr
Inv_All	Investment|All	billion US$2010/yr
Inv_RnD	Investment|RnD	billion US$2010/yr
Inv_RnD_Ene_Sup	Investment|RnD|Energy Supply	billion US$2010/yr
Inv_Ene_Sup_Ele_Fos	Investment|Energy Supply|Electricity|Fossil	billion US$2010/yr
Inv_Ene_Sup_Ele_Non	Investment|Energy Supply|Electricity|Non-fossil	billion US$2010/yr
Inv_Ene_Sup_Ele_Oth	Investment|Energy Supply|Electricity|Other	billion US$2010/yr
Inv_Ene_Sup_Ele_Tra_and_Dis	Investment|Energy Supply|Electricity|Transmission and Distribution	billion US$2010/yr
Inv_Ene_Sup_Ele_Ele_Sto	Investment|Energy Supply|Electricity|Electricity Storage	billion US$2010/yr
Inv_Ene_Sup_Ext_Fos	Investment|Energy Supply|Extraction|Fossil	billion US$2010/yr
Inv_Ene_Sup_Ext_Bio	Investment|Energy Supply|Extraction|Bioenergy	billion US$2010/yr
Inv_Ene_Sup_Ext_Ura	Investment|Energy Supply|Extraction|Uranium	billion US$2010/yr
Inv_Ene_Sup_Hyd	Investment|Energy Supply|Hydrogen	billion US$2010/yr
Inv_Ene_Sup_Hyd_Fos	Investment|Energy Supply|Hydrogen|Fossil	billion US$2010/yr
Inv_Ene_Sup_Hyd_Ren	Investment|Energy Supply|Hydrogen|Renewable	billion US$2010/yr
Inv_Ene_Sup_Hyd_Oth	Investment|Energy Supply|Hydrogen|Other	billion US$2010/yr
Inv_Ene_Sup_Liq	Investment|Energy Supply|Liquids	billion US$2010/yr
Inv_Ene_Sup_Heat	Investment|Energy Supply|Heat	billion US$2010/yr
Inv_Ene_Sup_CO2_Tra_and_Sto	Investment|Energy Supply|CO2 Transport and Storage	billion US$2010/yr
Inv_Ene_Sup_Oth	Investment|Energy Supply|Other	billion US$2010/yr
Inv_Ene_Dem	Investment|Energy Demand	billion US$2010/yr
LCO_Liq_Coa_w_CCS	LCOE|Liquids|Coal|w/ CCS	US$2010/MWh
LCO_Liq_Coa_wo_CCS	LCOE|Liquids|Coal|w/o CCS	US$2010/MWh
LCO_Liq_Oil	LCOE|Liquids|Oil	US$2010/MWh
LCO_Liq_Bio_w_CCS	LCOE|Liquids|Biomass|w/ CCS	US$2010/MWh
LCO_Liq_Bio_wo_CCS	LCOE|Liquids|Biomass|w/o CCS	US$2010/MWh
LCO_Ele_Bio_w_CCS_w_Car_Prc	LCOE|Electricity|Biomass|w/ CCS|w/ Carbon Price	US$2010/MWh
LCO_Ele_Coa_w_CCS_w_Car_Prc	LCOE|Electricity|Coal|w/ CCS|w/ Carbon Price	US$2010/MWh
Cum_Cap_Ele_Win	Cumulative Capacity|Electricity|Wind	GW
Cum_Cap_Ele_Solar	Cumulative Capacity|Electricity|Solar	GW
Cum_Cap_Ele_Coa_w_CCS	Cumulative Capacity|Electricity|Coal|w/ CCS	GW
Cum_Cap_Ele_Gas_w_CCS	Cumulative Capacity|Electricity|Gas|w/ CCS	GW
Cum_Cap_Ele_Bio_w_CCS	Cumulative Capacity|Electricity|Biomass|w/ CCS	GW
Cum_Cap_Ele_Bio	Cumulative Capacity|Electricity|Biomass	GW
Cum_Cap_Ele_Nuc	Cumulative Capacity|Electricity|Nuclear	GW
Cum_Cap_Ele_Coa	Cumulative Capacity|Electricity|Coal	GW
Cum_Cap_Ele_Gas	Cumulative Capacity|Electricity|Gas	GW
Cum_Cap_Ele_Oil	Cumulative Capacity|Electricity|Oil	GW
Cum_Cap_Ele_Oil_w_CCS	Cumulative Capacity|Electricity|Oil|w/ CCS	GW
Cum_Cap_Ele_Bio_wo_CCS	Cumulative Capacity|Electricity|Biomass|w/o CCS	GW
Cum_Cap_Ele_Coa_wo_CCS	Cumulative Capacity|Electricity|Coal|w/o CCS	GW
Cum_Cap_Ele_Gas_wo_CCS	Cumulative Capacity|Electricity|Gas|w/o CCS	GW
Cum_Cap_Ele_Oil_wo_CCS	Cumulative Capacity|Electricity|Oil|w/o CCS	GW
Cum_Cap_Ele	Cumulative Capacity|Electricity	GW
Cum_Cap_Ele_Coa_IGC_w_CCS	Cumulative Capacity|Electricity|Coal|IGCC|w/ CCS	GW
Cum_Cap_Ele_Coa_IGC_wo_CCS	Cumulative Capacity|Electricity|Coal|IGCC|w/o CCS	GW
Cum_Cap_Ele_Gas_CC_w_CCS	Cumulative Capacity|Electricity|Gas|CC|w/ CCS	GW
Cum_Cap_Ele_Gas_CC_wo_CCS	Cumulative Capacity|Electricity|Gas|CC|w/o CCS	GW
Cum_Cap_Ele_Gas_CT	Cumulative Capacity|Electricity|Gas|CT	GW
Cum_Cap_Ele_NonBioRen	Cumulative Capacity|Electricity|Non-Biomass Renewables	GW
Cum_Cap_Ele_SolarCSP	Cumulative Capacity|Electricity|Solar|CSP	GW
Cum_Cap_Ele_SolarPV	Cumulative Capacity|Electricity|Solar|PV	GW
Cum_Cap_Ele_Win_Off	Cumulative Capacity|Electricity|Wind|Offshore	GW
Cum_Cap_Ele_Win_Ons	Cumulative Capacity|Electricity|Wind|Onshore	GW
Cum_Cap_Liq	Cumulative Capacity|Liquids	GW
Cum_Cap_Hyd	Cumulative Capacity|Hydrogen	GW
Cum_Cap_Hyd_Bio	Cumulative Capacity|Hydrogen|Biomass	GW
Cum_Cap_Hyd_Bio_w_CCS	Cumulative Capacity|Hydrogen|Biomass|w/ CCS	GW
Cum_Cap_Hyd_Bio_wo_CCS	Cumulative Capacity|Hydrogen|Biomass|w/o CCS	GW
Cum_Cap_Hyd_Ele	Cumulative Capacity|Hydrogen|Electricity	GW
Cum_Cap_Hyd_Fos	Cumulative Capacity|Hydrogen|Fossil	GW
Cum_Cap_Hyd_Fos_w_CCS	Cumulative Capacity|Hydrogen|Fossil|w/ CCS	GW
Cum_Cap_Hyd_Fos_wo_CCS	Cumulative Capacity|Hydrogen|Fossil|w/o CCS	GW
Cum_Cap_Hyd_Oth	Cumulative Capacity|Hydrogen|Other	GW
Cap_Ele_Oce	Capacity|Electricity|Ocean	GW
Cap_Ele_Oth	Capacity|Electricity|Other	GW
Lan_Cov_Cro_Cer	Land Cover|Cropland|Cereals	million Ha/yr
Agr_Pro_Cro_NonEneCer	Agricultural Production|Crops|Non-Energy|Cereals	Mt/yr
Cap_Add_Ele	Capacity Additions|Electricity	GW
Cap_Add_Ele_Gas_CC_w_CCS	Capacity Additions|Electricity|Gas|CC|w/ CCS	GW
Cap_Add_Ele_Gas_CC_wo_CCS	Capacity Additions|Electricity|Gas|CC|w/o CCS	GW
Cap_Add_Ele_Gas_CT_w_CCS	Capacity Additions|Electricity|Gas|CT|w/ CCS	GW
Cap_Add_Ele_Gas_CT_wo_CCS	Capacity Additions|Electricity|Gas|CT|w/o CCS	GW
Frc_Aer_Clo_Ind	Forcing|Aerosol|Cloud Indirect	W/m2
Frc_Aer_Bla_and_Org_Car	Forcing|Aerosol|Black and Organic Carbon	W/m2
Frc_Tro_Ozo	Forcing|Tropospheric Ozone	W/m2
Prm_Ene_Coa_Gas	Primary Energy|Coal|Gases	EJ/yr
Prm_Ene_Coa_Liq	Primary Energy|Coal|Liquids	EJ/yr
Prm_Ene_Coa_Ele	Primary Energy|Coal|Electricity	EJ/yr
Prm_Ene_Gas_Liq	Primary Energy|Gas|Liquids	EJ/yr
Prm_Ene_Gas_Ele	Primary Energy|Gas|Electricity	EJ/yr
Frc_Kyo_Gas_CO2	Forcing|Kyoto Gases|CO2	W/m2
Frc_Kyo_Gas__CH4	Forcing|Kyoto Gases |CH4	W/m2
Frc_Kyo_Gas__N2O	Forcing|Kyoto Gases |N2O	W/m2
Frc_Kyo_Gas_Sho_F_G	Forcing|Kyoto Gases|Short-Lived F-Gases	W/m2
Frc_Kyo_Gas_Lon_F_G	Forcing|Kyoto Gases|Long-Lived F-Gases	W/m2
Frc_Mon_Gas	Forcing|Montreal Gases	W/m2
Sec_Ene_Hyd_Fos	Secondary Energy|Hydrogen|Fossil	EJ/yr
Sec_Ene_Hyd_Fos_w_CCS	Secondary Energy|Hydrogen|Fossil|w/ CCS	EJ/yr
Sec_Ene_Hyd_Fos_wo_CCS	Secondary Energy|Hydrogen|Fossil|w/o CCS	EJ/yr
Sec_Ene_Hyd_Oil	Secondary Energy|Hydrogen|Oil	EJ/yr
Sec_Ene_Oth_Car	Secondary Energy|Other Carrier	EJ/yr
Sec_Ene_Oth_Car_Coa	Secondary Energy|Other Carrier|Coal	EJ/yr
Sec_Ene_Oth_Car_Oil	Secondary Energy|Other Carrier|Oil	EJ/yr
Sec_Ene_Oth_Car_Gas	Secondary Energy|Other Carrier|Gas	EJ/yr
Sec_Ene_Oth_Car_Bio	Secondary Energy|Other Carrier|Biomass	EJ/yr
Sec_Ene_Oth_Car_NonBioRen	Secondary Energy|Other Carrier|Non-Biomass Renewables	EJ/yr
Sec_Ene_Oth_Car_Nuc	Secondary Energy|Other Carrier|Nuclear	EJ/yr
Sec_Ene_Oth_Car_Oth	Secondary Energy|Other Carrier|Other	EJ/yr
Fin_Ene_Res_and_Com_SolidsBio_Tra	Final Energy|Residential and Commercial|Solids|Biomass|Traditional	EJ/yr
Fin_Ene_Oth_Sec_SolidsCoa	Final Energy|Other Sector|Solids|Coal	EJ/yr
Fin_Ene_Oth_Sec_SolidsBio	Final Energy|Other Sector|Solids|Biomass	EJ/yr
Fin_Ene_Oth_Sec_SolidsBio_Tra	Final Energy|Other Sector|Solids|Biomass|Traditional	EJ/yr
Emi_CO2_Dir_and_Ind_Ind	Emissions|CO2|Direct and Indirect|Industry	Mt CO2/yr
Emi_CO2_Dir_and_Ind_Res_and_Com	Emissions|CO2|Direct and Indirect|Residential and Commercial	Mt CO2/yr
Emi_CO2_Dir_and_Ind_Tra	Emissions|CO2|Direct and Indirect|Transportation	Mt CO2/yr
Emi_CO2_Dir_and_Ind_Oth	Emissions|CO2|Direct and Indirect|Other?Sector	Mt CO2/yr
Frc_Tot_for_Tar	Forcing|Total for Target	W/m2
Prc_Sec_Ene_Liq_Oil	Price|Secondary Energy|Liquids|Oil	US$2010/GJ
Prc_Sec_Ene_Gas_Nat_Gas	Price|Secondary Energy|Gases|Natural Gas	US$2010/GJ
Prc_Sec_Ene_SolidsCoa	Price|Secondary Energy|Solids|Coal	US$2010/GJ
Prc_Sec_Ene_SolidsBio	Price|Secondary Energy|Solids|Biomass	US$2010/GJ
Prc_Sec_Ene_Solidsand_Liq_Bio	Price|Secondary Energy|Solids and Liquids|Biomass	US$2010/GJ
Prc_Sec_Ene_Hyd	Price|Secondary Energy|Hydrogen	US$2010/GJ
Prc_Sec_Ene_Fos_Syn	Price|Secondary Energy|Fossil Synfuels	US$2010/GJ
Prc_Sec_Ene_Liq_Oil_wo_car_pri	Price|Secondary Energy|Liquids|Oil (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_Gas_Nat_Gas_wo_car_pri	Price|Secondary Energy|Gases|Natural Gas (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_SolidsCoa_wo_car_pri	Price|Secondary Energy|Solids|Coal (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_Solidsand_Liq_Bio_wo_car_pri	Price|Secondary Energy|Solids and Liquids|Biomass (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_Ele_wo_car_pri	Price|Secondary Energy|Electricity (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_Hyd_wo_car_pri	Price|Secondary Energy|Hydrogen (w/o carbon price)	US$2010/GJ
Prc_Sec_Ene_Fos_Syn_wo_car_pri	Price|Secondary Energy|Fossil Synfuels (w/o carbon price)	US$2010/GJ
Trd_Prm_Ene_Coa_Val	Trade|Primary Energy|Coal|Value	billion US$2010/yr
Trd_Prm_Ene_Gas_Val	Trade|Primary Energy|Gas|Value	billion US$2010/yr
Trd_Prm_Ene_Oil_Val	Trade|Primary Energy|Oil|Value	billion US$2010/yr
Trd_Prm_Ene_Bio_Val	Trade|Primary Energy|Biomass|Value	billion US$2010/yr
Trd_Ura_Val	Trade|Uranium|Value	billion US$2010/yr
Trd_Sec_Ene_Liq_Oil_Val	Trade|Secondary Energy|Liquids|Oil|Value	billion US$2010/yr
Trd_Sec_Ene_Liq_Coa_Val	Trade|Secondary Energy|Liquids|Coal|Value	billion US$2010/yr
Trd_Sec_Ene_Liq_Gas_Val	Trade|Secondary Energy|Liquids|Gas|Value	billion US$2010/yr
Trd_Sec_Ene_Hyd_Val	Trade|Secondary Energy|Hydrogen|Value	billion US$2010/yr
Trd_Sec_Ene_Solidsand_Liq_Bio_Val	Trade|Secondary Energy|Solids and Liquids|Biomass|Value	billion US$2010/yr
Trd_Sec_Ene_Liq_Bio_Val	Trade|Secondary Energy|Liquids|Biomass|Value	billion US$2010/yr
Trd_Sec_Ene_SolidsBio_Val	Trade|Secondary Energy|Solids|Biomass|Value	billion US$2010/yr
Trd_Sec_Ene_Ele_Val	Trade|Secondary Energy|Electricity|Value	billion US$2010/yr
Trd_Sec_Ene_Oth_Val	Trade|Secondary Energy|Other|Value	billion US$2010/yr
Trd_Ura_Mas	Trade|Uranium|Mass	ktU/yr
Trd_Sec_Ene_Liq_Oil_Vol	Trade|Secondary Energy|Liquids|Oil|Volume	EJ/yr
Trd_Sec_Ene_Liq_Coa_Vol	Trade|Secondary Energy|Liquids|Coal|Volume	EJ/yr
Trd_Sec_Ene_Liq_Gas_Vol	Trade|Secondary Energy|Liquids|Gas|Volume	EJ/yr
Trd_Sec_Ene_Hyd_Vol	Trade|Secondary Energy|Hydrogen|Volume	EJ/yr
Trd_Sec_Ene_Liq_Bio_Vol	Trade|Secondary Energy|Liquids|Biomass|Volume	EJ/yr
Trd_Sec_Ene_SolidsBio_Vol	Trade|Secondary Energy|Solids|Biomass|Volume	EJ/yr
Trd_Sec_Ene_Oth_Vol	Trade|Secondary Energy|Other|Volume	EJ/yr
Int_Rat_Rea	Interest Rate|Real	%
Res_Ave_Ext_Cos_Coa	Resource|Average Extraction Cost|Coal	US$2010/GJ
Res_Ave_Ext_Cos_Oil	Resource|Average Extraction Cost|Oil	US$2010/GJ
Res_Ave_Ext_Cos_Gas	Resource|Average Extraction Cost|Gas	US$2010/GJ
Res_Ave_Ext_Cos_Ura	Resource|Average Extraction Cost|Uranium	$/kgU
Emi_CF4	Emissions|CF4	kt CF4/yr
Emi_C2F6	Emissions|C2F6	kt C2F6/yr
Emi_C6F14	Emissions|C6F14	kt C6F14/yr
Emissions_HFC	Emissions|HFC	kt HFC134a-equiv/yr
Emissions_HFC_HFC125	Emissions|HFC|HFC125	kt HFC125/yr
Emissions_HFC_HFC134a	Emissions|HFC|HFC134a	kt HFC134a/yr
Emissions_HFC_HFC143a	Emissions|HFC|HFC143a	kt HFC143a/yr
Emissions_HFC_HFC227ea	Emissions|HFC|HFC227ea	kt HFC227ea/yr
Emissions_HFC_HFC23	Emissions|HFC|HFC23	kt HFC23/yr
Emissions_HFC_HFC245fa	Emissions|HFC|HFC245fa	kt HFC245fa/yr
Emissions_HFC_HFC32	Emissions|HFC|HFC32	kt HFC32/yr
Emissions_HFC_HFC43_10	Emissions|HFC|HFC43-10	kt HFC43-10/yr
Emi_SF6	Emissions|SF6	kt SF6/yr
Fin_Ene_Ind_Ene_Int	Final Energy|Industry|Energy Intensive	EJ/yr
Fin_Ene_Res_and_Com_and_AFO	Final Energy|Residential and Commercial and AFOFI	EJ/yr
Fin_Ene_Res_and_Com_Liq_Oil	Final Energy|Residential and Commercial|Liquids|Oil	EJ/yr
Fin_Ene_Res_and_Com_Liq_Bio	Final Energy|Residential and Commercial|Liquids|Biomass	EJ/yr
Fin_Ene_Res_and_Com_Gas_Nat_gas	Final Energy|Residential and Commercial|Gases|Natural gas	EJ/yr
Fin_Ene_Res_and_Com_Lig	Final Energy|Residential and Commercial|Lighting	EJ/yr
Fin_Ene_Res_and_Com_Heating	Final Energy|Residential and Commercial|Heating	EJ/yr
Fin_Ene_Res_and_Com_Coo	Final Energy|Residential and Commercial|Cooling	EJ/yr
Fin_Ene_Res_and_Com_App	Final Energy|Residential and Commercial|Appliances	EJ/yr
Fin_Ene_Res	Final Energy|Residential	EJ/yr
Fin_Ene_Com	Final Energy|Commercial	EJ/yr
Fin_Ene_AFO	Final Energy|AFOFI	EJ/yr
Fin_Ene_Tra_Avi	Final Energy|Transportation|Aviation	EJ/yr
Fin_Ene_Tra_Avi_Int	Final Energy|Transportation|Aviation|International	EJ/yr
Fin_Ene_Tra_Avi_Dom	Final Energy|Transportation|Aviation|Domestic	EJ/yr
Fin_Ene_Tra_Roa	Final Energy|Transportation|Road	EJ/yr
Fin_Ene_Tra_Rai	Final Energy|Transportation|Rail	EJ/yr
Fin_Ene_Tra_Shi	Final Energy|Transportation|Shipping	EJ/yr
Fin_Ene_Tra_Shi_Int	Final Energy|Transportation|Shipping|International	EJ/yr
Fin_Ene_Tra_Shi_Dom	Final Energy|Transportation|Shipping|Domestic	EJ/yr
